favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
0,Twitter Web Client,"@cjmckeon the Queen, Charles, and William were all the first born anyway. Now is perfect time to change.",cjmckeon,False,Sat Apr 16 17:03:27 +0000 2011,0,59300885825732608
0,Twitter Web Client,@danbrusca quite so.,danbrusca,False,Sat Jul 30 14:56:15 +0000 2011,0,97319598839447552
0,Twitter Web Client,"@jonnygould would love to go, but don't want to leave kids with babysitter. Will make a point of treating self to see him play soon tho",jonnygould,False,Sat Jul 30 23:26:31 +0000 2011,0,97448012850274304
0,Echofon,@blackmore_mark then you don't really know any Conservatives,blackmore_mark,False,Sun Jul 31 12:41:51 +0000 2011,0,97648164194095104
0,Echofon,"RT @CommentatorIntl: Wow, our UK Political Editor (@MrHarryCole) is now at nearly 10,000 followers! Help him get there &lt;~~ he's must follow",,False,Mon Aug 01 13:29:05 +0000 2011,1,98022438683684864
0,Echofon,"@AvitalLeibovich up to you. I avoid anti-Semites, but I have that luxury, living in Britain.",AvitalLeibovich,False,Tue Aug 02 18:34:51 +0000 2011,2,98461776462622721
1,Echofon,Praying for the poor girl in Sydney - how can people be so cruel,,False,Wed Aug 03 09:52:23 +0000 2011,5,98692681580019712
1,Echofon,"@patrickround Guido believes in the death penalty on principle, which is fair enough, and I am utterly opposed.",patrickround,False,Thu Aug 04 16:05:42 +0000 2011,0,99149016369086464
0,Echofon,@JoshHalliday your article online not quite correct - the quoted text was what I *suggested* the NS print for me to drop my complaint.,JoshHalliday,False,Tue Sep 20 13:10:47 +0000 2011,0,116137229516152833
0,Echofon,@JoshHalliday your article online not quite correct - the quoted text was what I *suggested* the NS print for me to drop my complaint.,JoshHalliday,False,Tue Sep 20 13:10:55 +0000 2011,0,116137262034591744
1,Twitter Web Client,"You can see Labour's defeat on this already by the multiple tweets to me saying ""Yeah? Only 'cause he's gonna LIE!"". Pathetic. #Leveson",,False,Thu May 31 07:04:00 +0000 2012,10,208091440377630720
0,Twitter Web Client,@mediacoach QTWTAIN @JohnRentoul,mediacoach,False,Thu May 31 08:03:41 +0000 2012,0,208106460054433793
5,Echofon,"RT @hwallop: Mart cartoon. In a week of glorious cartoons, this may trump them all. Via @benschott http://t.co/ZFEIUgNR &lt;~ #GSTQ",,False,Sat Jun 02 08:20:41 +0000 2012,26,208835517083684865
5,Twitter Web Client,".@MarkSZaidEsq @FoxNews No, I just checked article. @EdRollins and @REALStaceyDash both pro-Trump",MarkSZaidEsq,False,Sun Jan 22 16:00:54 +0000 2017,3,823198764647202816
10,Twitter Web Client,His Royal Highness should tend to his own garden. https://t.co/4GmzpthYJD,,False,Sun Jan 22 16:17:53 +0000 2017,6,823203037716054016
106,Twitter Web Client,.@SenJohnMcCain @LindseyGrahamSC Sanctions? Yes or no.,SenJohnMcCain,False,Sun Jan 22 16:20:38 +0000 2017,27,823203730430509056
121,Twitter Web Client,@SenJohnMcCain @LindseyGrahamSC is your bipartisan bill on Russian sanctions still proceeding?,SenJohnMcCain,False,Sun Jan 22 16:21:22 +0000 2017,44,823203916682788864
13,Twitter Web Client,@HepolaElizabeth @sintjin @maharet21 @BritishDemocrat @th3j35t3r and it was faked by Jack Pobosiec,HepolaElizabeth,False,Sun Jan 22 16:22:15 +0000 2017,6,823204137940746240
18,Twitter Web Client,@HepolaElizabeth @sintjin @maharet21 @BritishDemocrat @th3j35t3r the violent protests orchestrated. https://t.co/PCuAKtJv7I,HepolaElizabeth,False,Sun Jan 22 16:23:30 +0000 2017,19,823204452106719232
90,Twitter Web Client,@JbkJbk1234 @SenJohnMcCain @LindseyGrahamSC I want to hear if the bill they already introduced for harsher Russia sanctions is going forward,JbkJbk1234,False,Sun Jan 22 16:24:14 +0000 2017,30,823204635032907777
38,Twitter Web Client,@SenJohnMcCain @LindseyGrahamSC be careful. He stands higher in succession order than Mattis and was in with Carter Page,LouiseMensch,False,Sun Jan 22 16:25:02 +0000 2017,23,823204839052152837
46,Twitter Web Client,@SenJohnMcCain @LindseyGrahamSC you both should have taken intel briefings on him first,LouiseMensch,False,Sun Jan 22 16:25:17 +0000 2017,18,823204900687540228
39,Twitter Web Client,@SenJohnMcCain @GStephanopoulos @ThisWeekABC Is your Russian sanctions bill proceeding,SenJohnMcCain,False,Sun Jan 22 16:27:29 +0000 2017,16,823205454033682433
91,Twitter Web Client,@SenJohnMcCain Is it possible that you read the intelligence report and missed that @GenFlynn is a Russian agent?,SenJohnMcCain,False,Sun Jan 22 16:31:38 +0000 2017,44,823206499048652800
114,Twitter Web Client,"I hate to say it but in his interview @SenJohnMcCain repeatedly says he trust @GenFlynn. Call his office, and tell him the truth on Flynn",,False,Sun Jan 22 16:32:29 +0000 2017,82,823206713021104132
87,Twitter Web Client,I do not understand how @SenJohnMcCain presented the report of Chris Steele if he did not read its evidence on @GenFlynn and Putin,,False,Sun Jan 22 16:33:11 +0000 2017,55,823206890612162562
67,Twitter Web Client,@Evan_McMullin please reach out through channels to @SenJohnMcCain @LindseyGrahamSC and enlighten them on Mike Flynn.,Evan_McMullin,False,Sun Jan 22 16:33:57 +0000 2017,39,823207080970616832
72,Twitter Web Client,@Evan_McMullin In his TV interview today @SenJohnMcCain repeatedly cites Mike Flynn as trustworthy on Russia. We need help and fast,Evan_McMullin,False,Sun Jan 22 16:34:41 +0000 2017,46,823207267734618117
3,Twitter Web Client,@TheScientistUK @SenJohnMcCain @LindseyGrahamSC scroll down my TL,TheScientistUK,False,Sun Jan 22 16:36:15 +0000 2017,0,823207660849889280
16,Twitter Web Client,yes https://t.co/SgAUeK6pni,,False,Sun Jan 22 16:38:01 +0000 2017,8,823208107291660291
6,Twitter Web Client,"@LinkedInHelp hello. I am trying to delete my account. your site won't let me, saying I have a premium account. but my settings say I don't",LinkedInHelp,False,Sun Jan 22 16:50:21 +0000 2017,2,823211209629503488
2,Twitter Web Client,@LinkedInHelp my settings say I have a basic account. I wish to delete my account please email me and stop preventing deletion of my account,LinkedInHelp,False,Sun Jan 22 16:51:04 +0000 2017,4,823211391112933377
7,Twitter Web Client,.@greenleafjenjen I'm trying to. @LinkedIn is preventing deletion. Have asked to resolve. https://t.co/0OfJoLBtXg,greenleafjenjen,False,Sun Jan 22 16:52:29 +0000 2017,4,823211747133849602
21,Twitter Web Client,I'm certainly trying to delete mine and I refer folks to this from the Justice Dept https://t.co/0OfJoLBtXg https://t.co/UGfXNkBTmY,,False,Sun Jan 22 16:53:10 +0000 2017,25,823211916709466114
2,Twitter Web Client,@greenleafjenjen it says I have a premium account when my settings say I have a basic one. it won't let me delete. @linkedin,greenleafjenjen,False,Sun Jan 22 16:54:34 +0000 2017,0,823212271035891712
13,Twitter Web Client,"@matthewamiller you know why.
One was criminal, you can comment on those. Other was NATSEC through FISA and requires GLOMAR",matthewamiller,False,Sun Jan 22 16:57:18 +0000 2017,8,823212958729834496
7,Twitter Web Client,"@tgruka @greenleafjenjen annoyingly it will take me a while to redo the deletion of the archive. 
this is me doing the deleting",tgruka,False,Sun Jan 22 16:58:17 +0000 2017,1,823213207162654721
2,Twitter Web Client,thank you Cardigan dot com that is some excellent service.,,False,Sun Jan 22 20:10:47 +0000 2017,0,823261650379821056
5,Twitter Web Client,@MarshallLocke @joshrogin puppet show goes second,MarshallLocke,False,Sun Jan 22 20:16:04 +0000 2017,0,823262979244326912
21,Twitter Web Client,"So @Support, I can post, but I can't see any notifications. cc @SarahKendzior are you being hacked, @TwitterEng? CC @Jack",,False,Sun Jan 22 20:28:22 +0000 2017,9,823266076494614535
15,Twitter Web Client,"""something technically wrong"" when I hit notifications. Countless anti-Russian accounts cf @sarahkendzior @DarthPutinKGB struck other ways",,False,Sun Jan 22 20:30:28 +0000 2017,9,823266602821025792
10,Twitter Web Client,@TomArnold I trust your judgement and @SenJohnMcCain's but I pray he is not misguided on Flynn.,TomArnold,False,Sun Jan 22 20:58:56 +0000 2017,0,823273768479027209
31,Twitter Web Client,I can now see my notifications again. After publicly pointing out the trouble anti-Russian accounts were having.,,False,Sun Jan 22 20:59:44 +0000 2017,10,823273968333422592
17,Twitter Web Client,OK - finishing piece now.,,False,Sun Jan 22 20:59:54 +0000 2017,0,823274009190080512
11,Twitter Web Client,"brilliant service from cardigan dot com by the way, enabled me to delete all my old tweets past the normal 3k limit.",,False,Sun Jan 22 21:00:37 +0000 2017,1,823274191558414336
7,Twitter Web Client,"@20committee I opened Atlakvitha and was struck by ""Mirkwood, the un-tracked"". Whence Tolkien stole the name https://t.co/gbURS6M3nD",20committee,False,Sun Jan 22 21:07:24 +0000 2017,2,823275899349069824
3,Twitter Web Client,".@20committee ""Atli mic hingat sendi 
riþa ǫrindi 
mar inom melgreypa 
Myrcvið inn okvnna, 
at biþia yðr, Gvnnarr!"" https://t.co/gbURS6M3nD",20committee,False,Sun Jan 22 21:08:09 +0000 2017,1,823276086591156225
5,Twitter Web Client,@Mark_Isomer LOL nothing. I already pointed people to how to save my tweets this am when I announced I was deleting. :),Mark_Isomer,False,Sun Jan 22 21:09:06 +0000 2017,1,823276324420784132
18,Twitter Web Client,I fear no-one. https://t.co/2arxAsp2pw,,False,Sun Jan 22 21:09:32 +0000 2017,2,823276434387070976
202,Twitter Web Client,"There's a choice to be made for conservatives now. 

You can be Churchill, or you can be Chamberlain.
Both were Conservatives. 
#treason",,False,Sun Jan 22 21:12:24 +0000 2017,127,823277157745041413
102,Twitter Web Client,"This is very important and much more than crowd sizes. 
@SecretService remembers it serves AMERICA, not the Preside… https://t.co/7SA00zYnLP",,False,Sun Jan 22 21:13:44 +0000 2017,70,823277491540422657
45,Twitter Web Client,"If @presssec has duty to represent other than Trump personally, perhaps lawyers should bring cases. https://t.co/B1Ox7kCF9X",,False,Sun Jan 22 21:14:52 +0000 2017,30,823277777042472960
0,Twitter Web Client,"@StaceyDash you rule, and I love you. That is all.",staceydash,False,Sun Jan 22 21:16:49 +0000 2017,0,823278268941996034
73,Twitter Web Client,Number one item on the list for constitutional conservatives is to acknowledge nothing changed Jan 20th if Trump committed espionage.,,False,Sun Jan 22 21:24:28 +0000 2017,33,823280192768577541
269,Twitter Web Client,I don't want to hear any 'giving chances' etc. If you already believed Trump committed espionage all your focus should be on impeachment.,,False,Sun Jan 22 21:25:06 +0000 2017,115,823280351825055747
73,Twitter Web Client,The test of your character as a patriot will be if Trump promises to enact things you like (Israel embassy to Jerusalem). Should not matter.,,False,Sun Jan 22 21:25:55 +0000 2017,33,823280558063099905
190,Twitter Web Client,"The man spied with the Russians, colluding in hacking of the DNC and others. IC knows that already. Therefore, he should be impeached. End.",,False,Sun Jan 22 21:26:49 +0000 2017,86,823280786463981568
309,Twitter Web Client,"If you say 'Trump spied with Russia but i like his Scotus pick so hush' you just took the ""I"" bribe from @PutinRF (MICE) cc @CatchaRUSSpy",,False,Sun Jan 22 21:27:44 +0000 2017,143,823281015321985026
155,Twitter Web Client,"Russians recruit, I learned from @MalcolmNance @CatchaRUSSpy through #MICE inducements - Money, Ideology, {kompromat], Ego",,False,Sun Jan 22 21:28:39 +0000 2017,105,823281247619338240
143,Twitter Web Client,If Vladimir Putin can buy your assent to his assault on America with Ego (a Trump job) or ideology (Jerusalem embassy) - you just got turned,,False,Sun Jan 22 21:29:56 +0000 2017,90,823281567451717634
59,Twitter Web Client,Donald Trump could give me his sharpie and his blank paper and let me write all his EOs for four years and I still wouldn't give in to Putin,,False,Sun Jan 22 21:31:01 +0000 2017,19,823281840643510273
40,Twitter Web Client,".@AfredAlbion and to quote another Briton who knew how to deal with Russia, by supporting Poland, 'The Lady's Not f… https://t.co/bauxRdUzZH",AlfredAlbion,False,Sun Jan 22 21:36:11 +0000 2017,10,823283141586649089
1,Twitter Web Client,@602Erik link?,602Erik,False,Sun Jan 22 21:38:44 +0000 2017,0,823283784732803073
6,Twitter Web Client,@CJBESQ1 in sha Allah,TheDeepStatist,False,Sun Jan 22 21:39:01 +0000 2017,1,823283855432052737
237,Twitter Web Client,YES https://t.co/Zu34pE36oX,,False,Sun Jan 22 23:08:04 +0000 2017,168,823306262817476608
66,Twitter Web Client,.@senjohnmccain do not trust flynn @RepAdamSchiff @lindseygrahamsc https://t.co/ouZDOXdyLU https://t.co/2QU2lV3FkP https://t.co/EYxzkUjECs,,False,Sun Jan 22 23:38:37 +0000 2017,40,823313951341608961
68,Twitter Web Client,You cant ever trust Russian agent @GenFlynn https://t.co/EYxzkUjECs,,False,Sun Jan 22 23:39:22 +0000 2017,44,823314140135641088
88,Twitter Web Client,The Russians are scrubbing archive.is of General Flynn's tweeting of Russian propaganda,,False,Sun Jan 22 23:50:26 +0000 2017,95,823316924733997057
16,Twitter Web Client,"go there yourself, enter @GenFlynn Russia into the search bar, hit page two",,False,Sun Jan 22 23:50:48 +0000 2017,16,823317021085536256
10,Twitter Web Client,"this result comes up but the archive link is dead cc @FBI @NSA 
(next)",,False,Sun Jan 22 23:51:49 +0000 2017,5,823317274593521664
15,Twitter Web Client,"Oct 21, 2016 @GenFlynn.. orange, or purple zone on this map Hillary Clinton told russia  they can nuke you before ..
https://t.co/pMUPRHeY9S",,False,Sun Jan 22 23:52:53 +0000 2017,14,823317544299859972
62,Twitter Web Client,"Link now dead
Russia is scrubbing archive.is, for Flynn  take screenshots @FBI - page 2 here https://t.co/kxU0hFXc4B",,False,Sun Jan 22 23:53:41 +0000 2017,77,823317746284920833
136,Twitter Web Client,However I have preserved the Russian URL that @GenFlynn was tweeting and the RIS propaganda he embedded - note RIS… https://t.co/TJZwTESI1t,,False,Sun Jan 22 23:59:33 +0000 2017,110,823319222474407936
199,Twitter Web Client,"Dear Mr. Putin, Let's Play Chess https://t.co/LbxMDnWx95",,False,Mon Jan 23 01:35:48 +0000 2017,142,823343441627246592
3517,Twitter Web Client,"Dear Mr. Putin, Let's Play Chess &lt;--- here's my overarching theory: from Snowden to Carter Page - Russia's US moles  https://t.co/LbxMDnWx95",,False,Mon Jan 23 01:37:31 +0000 2017,2615,823343876442296320
5,Twitter Web Client,@docstymie thank you,docstymie,False,Mon Jan 23 01:52:49 +0000 2017,0,823347724242321408
10,Twitter Web Client,"@MarcelaKourkova @DavidYankovich @wordpressdotcom lol

cc my hero @Kasparov63 https://t.co/LbxMDnWx95",MarcelaKourkova,False,Mon Jan 23 02:02:43 +0000 2017,6,823350215361052674
317,Twitter Web Client,.@Lonestarmomcom I think Comey's our White Knight on Putin's chessboard https://t.co/LbxMDnWx95,Lonestarmomcom,False,Mon Jan 23 02:03:41 +0000 2017,170,823350462246166529
31,Twitter Web Client,Not that wild @Apkamps - Donald Trump was inaugurated and a Russian spy is NSA https://t.co/LbxMDnWx95,Apkamps,False,Mon Jan 23 02:05:28 +0000 2017,23,823350909585522688
17,Twitter Web Client,"Link is in the story to DOJ indictment, and indeed to PDF of complaint https://t.co/LbxMDnWx95 https://t.co/giKa86rEDc",,False,Mon Jan 23 02:20:38 +0000 2017,15,823354727228383237
3,Twitter Web Client,@BradMossEsq @painter_nancy @20committee @RadioFreeTom @CatchaRUSSpy @MarkSZaidEsq https://t.co/LbxMDnWx95,BradMossEsq,False,Mon Jan 23 02:20:56 +0000 2017,4,823354799819198464
53,Twitter Web Client,".@hankdevjr you're right - he is being extradited, hasn't shipped yet - will update https://t.co/LbxMDnWx95",hankdevjr,False,Mon Jan 23 02:28:46 +0000 2017,21,823356773486694401
9,Twitter Web Client,Right. Agree. https://t.co/LbxMDnWx95 https://t.co/bsMAOOBS5f,,False,Mon Jan 23 02:29:40 +0000 2017,6,823357000532840451
19,Twitter Web Client,"Yes, agreed. Mr. Putin thought he was playing chess, but chess doesn't lend itself to a vastly hurried endgame… https://t.co/EiqOBL8hd4",,False,Mon Jan 23 02:31:19 +0000 2017,10,823357413382324224
3,Twitter Web Client,@JohnBrownlow @ChristianCkb21 @lennutrajektoor @GUCCIFER_2 @wikileaks I got third act blues when it came to Bannon &amp; just shut down,JohnBrownlow,False,Mon Jan 23 02:32:11 +0000 2017,4,823357631259693056
9,Twitter Web Client,@JohnBrownlow @ChristianCkb21 @lennutrajektoo my editor used to say I was prone to 'and then they all got syphilis and died the end',JohnBrownlow,False,Mon Jan 23 02:32:45 +0000 2017,2,823357775950520320
4,Twitter Web Client,@JohnBrownlow @ChristianCkb21 @lennutrajektoor @GUCCIFER_2 @wikileaks come to think of it that might end this particular movie quite nicely,JohnBrownlow,False,Mon Jan 23 02:33:09 +0000 2017,1,823357876462817282
29,Twitter Web Client,@cdyqq timing,cdyqq,False,Mon Jan 23 02:34:24 +0000 2017,1,823358188615593985
4,Twitter Web Client,@iamcheetojesus I honestly do not have enough before me to be sure either way.,iamcheetojesus,False,Mon Jan 23 02:39:28 +0000 2017,1,823359464589946880
32,Twitter Web Client,".@BuzzFeedBen thank you VERY  much for giving me the credit for that Ben. 

Nov 7th we beat everyone else by two months.",BuzzFeedBen,False,Mon Jan 23 02:52:07 +0000 2017,7,823362649463357441
0,Twitter Web Client,@crashlily LOL,crashlily,False,Mon Jan 23 02:52:24 +0000 2017,0,823362718942035968
13,Twitter Web Client,.@extremedignity @BuzzFeedBen Not so. Not so. Comey is on the up and up. My piece https://t.co/LbxMDnWx95,extremedignity,False,Mon Jan 23 02:53:16 +0000 2017,12,823362938086064128
4,Twitter Web Client,"@CatchaRUSSpy @NYCSerenade29 @MalcolmNance @wordpressdotcom well, I take you all seriously.",CatchaRUSSpy,False,Mon Jan 23 02:53:59 +0000 2017,2,823363117648408577
1,Twitter Web Client,"@CatchaRUSSpy @NYCSerenade29 @MalcolmNance @wordpressdotcom you've all worked in /with the FBI, CIA, Naval Intel and the NSA",CatchaRUSSpy,False,Mon Jan 23 02:54:27 +0000 2017,3,823363236665888768
6,Twitter Web Client,@CatchaRUSSpy @NYCSerenade29 @MalcolmNance @wordpressdotcom and right now it's all hands on deck,CatchaRUSSpy,False,Mon Jan 23 02:54:38 +0000 2017,6,823363282476167168
196,Twitter Web Client,@evolutionarypsy @wordpressdotcom as a psychiatrist you will recognize that bonkers is relative when Trump is president,evolutionarypsy,False,Mon Jan 23 02:55:45 +0000 2017,19,823363561879719940
8,Twitter Web Client,"@return2_sanity @EricBoehlert not everything I ran out of gas before I got to the private jets and the putinbots, but a lot of it, I hope",return2_sanity,False,Mon Jan 23 02:57:02 +0000 2017,4,823363885663191045
15,Twitter Web Client,"@Lonestarmomcom @BillKristol @GeorgeWill I would appreciate the honor of talking to either of those gentlemen, interview or not.",Lonestarmomcom,False,Mon Jan 23 02:57:31 +0000 2017,9,823364008296194048
17,Twitter Web Client,"EXACTLY 

.... shall we play a game?
https://t.co/LbxMDnWx95 https://t.co/vX3UfN6c7O",,False,Mon Jan 23 02:58:44 +0000 2017,5,823364315025723393
20,Twitter Web Client,"I think Wiener was guilty,
but the hacker used Formspring and came in to be paid https://t.co/LbxMDnWx95 https://t.co/ZDINGbm8jP",,False,Mon Jan 23 02:59:54 +0000 2017,12,823364606441701376
58,Twitter Web Client,@DustinGiebel @akaCorbinDallas I'm saving the book and the movie for you and I didn't even do the data bits yet or the planes :),DustinGiebel,False,Mon Jan 23 03:00:43 +0000 2017,11,823364812218499073
10,Twitter Web Client,"@DustinGiebel @akaCorbinDallas I mean our movie, which we make w @JohnBrownlow obvs.",DustinGiebel,False,Mon Jan 23 03:01:05 +0000 2017,1,823364907081011203
4,Twitter Web Client,@M2324M @wordpressdotcom when did it happen to the UK guy?,M2324M,False,Mon Jan 23 03:02:01 +0000 2017,3,823365140951298049
203,Twitter Web Client,"@ForeverLooping @sarahkendzior @wordpressdotcom there's so much more, @Khanoisseur has the money trail",ForeverLooping,False,Mon Jan 23 03:02:25 +0000 2017,70,823365240641490944
12,Twitter Web Client,@ForeverLooping @sarahkendzior @wordpressdotcom I'd love @Khanoisseur thoughts on my 'why the NY field office' tho https://t.co/LbxMDnWx95,ForeverLooping,False,Mon Jan 23 03:02:49 +0000 2017,6,823365339643871232
10,Twitter Web Client,@PostFactSojourn @CatchaRUSSpy @NYCSerenade29 @MalcolmNance @wordpressdotcom It could be so. I choose to believe in @CIA @FBI @NSA and @GCHQ,,False,Mon Jan 23 03:03:46 +0000 2017,4,823365581214744577
131,Twitter Web Client,"I trust in the Lord, and this had to be written.

that aside I'm in excellent mental and physical health. Just sayi… https://t.co/XNKIoSn5Vw",,False,Mon Jan 23 03:04:57 +0000 2017,21,823365877563277313
3,Twitter Web Client,"@M2324M @wordpressdotcom very good, will add in tomorrow",M2324M,False,Mon Jan 23 03:06:25 +0000 2017,1,823366247895146497
110,Twitter Web Client,@commoncents1234 i read his messages on those boards. He's a moron,commoncents1234,False,Mon Jan 23 03:07:22 +0000 2017,7,823366485305360384
12,Twitter for iPhone,"@mattmfm w great respect they could not be please see part two of the blog I have just published, pinned tweet (glomar)",mattmfm,False,Mon Jan 23 03:28:48 +0000 2017,5,823371880782499841
14,Twitter for iPhone,@theurbanhobo @TomArnold @wordpressdotcom they call me the sand spider because it's fucking scary ;),theurbanhobo,False,Mon Jan 23 03:30:06 +0000 2017,4,823372209473388545
2,Twitter for iPhone,@NathanMDooley @wordpressdotcom thank you :),NathanMDooley,False,Mon Jan 23 03:30:57 +0000 2017,1,823372421940056066
27,Twitter for iPhone,Let's finish chess first eh https://t.co/cUD0w7JEo6,,False,Mon Jan 23 03:33:56 +0000 2017,7,823373171206262784
40,Twitter for iPhone,It's just a theory. :) https://t.co/2CxBYyZezg,,False,Mon Jan 23 03:48:19 +0000 2017,14,823376793684115456
2,Twitter for iPhone,@O530CarrisPT @wordpressdotcom right,O530CarrisPT,False,Mon Jan 23 03:51:18 +0000 2017,1,823377543654940672
1,Twitter for iPhone,@kantbot2000 lol!!,KANTBOT10K,False,Mon Jan 23 03:51:59 +0000 2017,1,823377715034259457
11,Twitter for iPhone,@kantbot2000 nice try,KANTBOT10K,False,Mon Jan 23 03:52:06 +0000 2017,2,823377744092430337
2,Twitter for iPhone,@JMar910  no quarrel there,JMar910,False,Mon Jan 23 03:53:38 +0000 2017,1,823378128949170177
79,Twitter for iPhone,Fact check: true https://t.co/KzwsM5k08b,,False,Mon Jan 23 03:59:45 +0000 2017,8,823379668141281281
24,Twitter for iPhone,@kantbot2000 I think you need to dial dissidents hotline at 1-800-CHAN using code word #goldenpepe,KANTBOT10K,False,Mon Jan 23 04:12:06 +0000 2017,1,823382776875536393
6,Twitter for iPhone,Steady on old man https://t.co/0dRjRSn6Yy,,False,Mon Jan 23 04:13:05 +0000 2017,0,823383023123103744
52,Twitter for iPhone,@FrancoFarina @wordpressdotcom thank you and Spain will be in Bannon Russia SCR Cambridge spy ring sights,FrancoFarina,False,Mon Jan 23 04:16:53 +0000 2017,19,823383980447768576
0,Twitter for iPhone,@common1776sense,common1776sense,False,Mon Jan 23 13:12:23 +0000 2017,0,823518745784152064
1,Twitter for iPhone,@common1776sense amen,common1776sense,False,Mon Jan 23 13:12:33 +0000 2017,0,823518787437809665
1,Twitter for iPhone,@LyssAnthrope @wordpressdotcom nov 7,LyssAnthrope,False,Mon Jan 23 13:17:35 +0000 2017,0,823520052427296768
22,Twitter for iPhone,@Lonestarmomcom I didn't know I was trending at all went to bed off to work. Now! Thanks for letting me know,Lonestarmomcom,False,Mon Jan 23 13:25:56 +0000 2017,6,823522153203175426
106,Twitter for iPhone,Perhaps Mr. Putin is taking up my suggestion https://t.co/IHH2ImmF6z,,False,Mon Jan 23 13:33:59 +0000 2017,59,823524181316960256
2,Twitter for iPhone,@RukhnamaLives @MalcolmNance @20committee @DustinGiebel @gordoncorera ping @pwnallthethings,RukhnamaLives,False,Mon Jan 23 15:54:21 +0000 2017,1,823559505866883072
9,Twitter for iPhone,@NYCSerenade29 @CatchaRUSSpy @MalcolmNance @wordpressdotcom @20committee multiple sources and John told me nothing in here that isn't linked,NYCSerenade29,False,Mon Jan 23 16:00:22 +0000 2017,3,823561017707950083
122,Twitter for iPhone,What did I tell you about 2013 and Putinbots? Cc @DustinGiebel @Approximation_1 https://t.co/tLOynEL8AT,,False,Mon Jan 23 16:48:26 +0000 2017,112,823573114055495680
85,Twitter for iPhone,Have https://t.co/TvUmQXINdM,,False,Mon Jan 23 16:50:54 +0000 2017,27,823573736754479104
5,Twitter for iPhone,@bitchyologist how kind,bitchyologist,False,Mon Jan 23 17:17:24 +0000 2017,0,823580403374166021
46,Twitter for iPhone,It's flattering @KremlinRussia_E that your botnet took over the hashtag. Did VVP read my piece? I hope he did. God… https://t.co/GEYKUepEpa,,False,Mon Jan 23 19:43:06 +0000 2017,12,823617070428487681
65,Twitter for iPhone,Fact check: true. Need cup of tea as we speak https://t.co/KKodpV28H5,,False,Mon Jan 23 19:46:39 +0000 2017,7,823617962905128960
34,Twitter for iPhone,I will trust that @LindseyGrahamSC @SenJohnMcCain and @marcorubio have good NatSec sources on Tillerson. @20committee doesn't seem worried.,,False,Mon Jan 23 20:13:33 +0000 2017,9,823624732767612928
25,Twitter for iPhone,I'd like to hear @Evan_McMullin take on that matter.,,False,Mon Jan 23 20:14:13 +0000 2017,5,823624901647106049
0,Twitter for iPhone,@ibngibril @gatewaypundit I can't see any tweet?,ibngibril,False,Mon Jan 23 20:15:13 +0000 2017,0,823625152344817667
0,Twitter for iPhone,"@ibngibril @gatewaypundit oh;  I didn't commit an assault or pay a troll to assault either, like fakers did with Rape Melania signs. Yw",LouiseMensch,False,Mon Jan 23 20:16:56 +0000 2017,0,823625587440963586
0,Twitter for iPhone,@MSkotnicki @LindseyGrahamSC @SenJohnMcCain @marcorubio @20committee I'm not that sure.,MSkotnicki,False,Mon Jan 23 20:17:34 +0000 2017,0,823625744358182912
19,Twitter for iPhone,"He also shook hands with Secretary Clinton. I trust Senator McCain. If Tillerson also corrupt, we get to Mattis :) https://t.co/P8G8KmjFQe",,False,Mon Jan 23 20:29:07 +0000 2017,14,823628650625073152
20,Twitter for iPhone,@th3j35t3r @DeptofDefense I thought they were subtweeting you,th3j35t3r,False,Mon Jan 23 20:31:12 +0000 2017,3,823629177463119872
88,Twitter for iPhone,Jester was first on this by days. His sources are solid. He's the boss. Follow him. He's never been wrong. Bells of… https://t.co/KUb2DlLVeP,,False,Mon Jan 23 20:32:21 +0000 2017,56,823629463762173956
23,Twitter for iPhone,@CW_LoveMusic I have been inspired throughout Brexit and Putin by @Lin_Manuel and @HamiltonMusical very seriously. Played constantly. Duty.,CW_LoveMusic,False,Mon Jan 23 20:43:08 +0000 2017,1,823632178923847680
40,Twitter Web Client,"Who's got the best bio on Twitter?

@samoore1988.

No I won't tell you what it is, go follow her :)",,False,Mon Jan 23 22:23:25 +0000 2017,4,823657417569370117
811,Twitter Web Client,"This app is coded by Russia's GRU to track Americans.

Nice job @IvankaTrump

cc @FBI @NSA @CIA @GCHQ https://t.co/whnUsB4hMT",,False,Mon Jan 23 22:26:11 +0000 2017,1025,823658112917700608
32,Twitter Web Client,"And your financing? Russians, correct Gervash? https://t.co/9oBTD5huxW",,False,Mon Jan 23 22:26:37 +0000 2017,15,823658223588823040
31,Twitter Web Client,"The url for your  KGB, GRU-coded app flying that seeks to track Americans, @IvankaTrump ""Russia-application"" cc @NSA https://t.co/AVtCkaQmoB",,False,Mon Jan 23 22:41:29 +0000 2017,38,823661961904787456
19,Twitter Web Client,Oh hai @A_Gervash see the URL for your GRU-FSB work here on @Sputnik? cc @IvankaTrump @NSA @FBI… https://t.co/LIyWHnREU4,,False,Mon Jan 23 22:42:44 +0000 2017,14,823662276507013121
45,Twitter Web Client,.@a_gervash @DKinMN @IvankaTrumpHQ this is coded by the GRU https://t.co/AVtCkaQmoB,a_gervash,False,Mon Jan 23 22:42:57 +0000 2017,25,823662332614209536
198,Twitter Web Client,.@DKinMN @a_gervash @IvankaTrumpHQ allow me https://t.co/AVtCkaQmoB,DKinMN,False,Mon Jan 23 22:43:09 +0000 2017,70,823662382509686785
